x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,110-108-111,x,x,x,x,x,x,x,x,x,110-108-124,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,110-108-111,110-108-111,110-108-111,110-108-111,x,x,x,x,x,110-108-122,110-108-123,110-108-124,110-108-124,x,x,x,x,x,x,x
x,x,x,x,x,x,110-108-111,110-108-111,110-108-111,110-108-111,x,110-108-118,110-108-119,110-108-120,110-108-121,110-108-122,x,110-108-124,110-108-124,110-108-124,110-108-124,x,x,x,x,x,x
x,x,x,x,x,110-108-111,110-108-111,110-108-111,110-108-112,x,x,110-108-124,x,110-108-124,x,110-108-124,x,x,110-108-125,110-108-126,110-108-127,110-108-128,x,x,x,x,x
x,x,x,x,110-108-111,110-108-111,110-108-111,x,110-108-113,x,x,x,x,x,x,x,x,x,110-108-126,x,110-108-127,110-108-127,110-108-127,x,x,x,x
x,x,x,x,110-108-111,110-108-111,110-108-111,x,110-108-114,x,x,110-108-118,110-108-118,x,110-108-118,110-108-118,x,x,110-108-127,x,110-108-127,110-108-127,110-108-127,x,x,x,x
x,x,x,x,x,x,x,x,110-108-115,110-108-118,x,110-108-118,110-108-118,110-108-118,110-108-118,110-108-118,x,110-108-118,110-108-118,x,x,x,x,x,x,x,x
x,x,x,x,48-44-67,48-44-67,48-44-67,x,110-108-116,110-108-117,110-108-118,110-108-119,110-108-120,110-108-121,110-108-122,110-108-123,110-108-124,110-108-125,110-108-126,x,48-44-67,48-44-67,48-44-67,x,x,x,x
x,x,x,x,48-44-68,48-44-68,48-44-68,x,x,x,x,x,x,x,x,x,x,x,x,x,48-44-68,48-44-68,48-44-68,x,x,x,x
x,x,x,x,48-44-69,48-44-69,48-44-69,x,204-193-78,204-193-79,204-193-80,x,204-193-78,204-193-79,204-193-80,x,204-193-78,204-193-79,204-193-80,x,48-44-69,48-44-69,48-44-69,x,x,x,x
x,x,x,x,48-44-70,48-44-70,48-44-70,x,204-193-78,204-193-79,204-193-80,x,204-193-78,204-193-79,204-193-80,x,204-193-78,204-193-79,204-193-80,x,48-44-70,48-44-70,48-44-70,x,x,x,x
x,x,x,x,x,48-44-71,48-44-71,x,x,x,x,x,x,x,x,x,x,x,x,x,48-44-71,48-44-71,x,x,x,x,x
x,x,x,x,x,x,x,x,110-108-111,x,48-44-65,48-44-66,48-44-67,48-44-68,48-44-69,48-44-70,48-44-71,x,110-108-113,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,110-108-112,110-108-112,x,48-44-67,48-44-68,48-44-68,48-44-68,48-44-68,x,110-108-116,110-108-114,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,110-108-113,110-108-113,110-108-113,x,48-44-69,48-44-68,48-44-68,x,110-108-116,110-108-116,110-108-115,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,110-108-114,110-108-114,110-108-113,110-108-113,x,x,x,110-108-115,110-108-116,110-108-117,110-108-116,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
